text,language
"Συγχαρητήρια Booyah για το βίντεο, τα είπες όλα όπως έπρεπε, εγώ σε βλέπω από την αρχή της καριέρας σου και συνεχίζω να σε βλέπω για αυτόν τον λόγο, επειδή τα λες ΌΠΩΣ πρέπει!

Παρεπιπτόντως εγώ προσωπικά δεν τον ξέρω ούτε ήξερα ότι υπάρχει αυτός ο jack lope️",greek
Love it!,english
"Keep going mate.
Η ειλικρίνεια σου δεν υπάρχει, χρόνια τώρα. Απλά μπράβο, συνέχισε όπως θες, όλο και καλύτερα!",greek
Πολύ συναισθηματικά φορτισμένο το βίντεο σού.... Νομίζω ότι είπες πολλά που κρατούσες καιρό και ξαλαφρώσες..... χαίρομαι για σένα καί ας μην σε ξέρω διά ζώσης.....για μένα δεν άλλαξε κάτι μετά από το βίντεο.... όπως μου άρεσε ο λόγος σου έτσι συνεχίζει να μου αρέσει...να προσέχεις τον εαυτό σου και εύχομαι να σε γνωρίσω και από κοντά τυχαία μια φορά....,greek
Ποσες φορες θα το δωωωω.. Φταανει,greek
liga gia ton tupac mi to vazeis mazi me to bieber ,greeklish
"Dont fear guys, this was actually the best fried egg recipe,i love that there is 1987 eggs in fried rice which made me very satisfied! Best cooking video as usual! Keep it up!",english
Booyah: ο άνθρωπος που έκανε τον σχολιασμό τέχνη. Respect ,greek
"Εύχομαι επιτυχιες, σοφία , τύχη  κ πολύ υγεία. Ψυχολογική υγεία περισσότερο. Καλή δύναμη κ κουράγιο λεβέντη. Κ όπως πάντα να ακολουθείς αυτό το, να κοιτάς δέκα βήματα μπροστά, πάντα έτοιμος κ αν όχι η εμπειρία πάντα είναι εκεί να τα βγάλει εις πέρας. Να σαι καλά σε χαρηκα",greek
His keeping the Australian Egg farmers in business. Great work ,english
Pos pernas to Sabbato sou?,greeklish
"Το βίντεο σου μας ταρακούνησε για τα καΐλα!!! Μπράβο για την υπέροχη δουλειά σου!!! 
Υ.Γ. Αν και πιστεύω το youtube σήμερα έχει γίνει λίγο σαν την Αννίτα πάνια....πλην μερικών εξαιρέσεων.",greek
Τελευταία φορά που είδα ελληνικό YouTube ήμουν γυμνάσιο…Τώρα είμαι φοιτητής,greek
"3 πράγματα που έμαθα από τον booyah 
1ον ότι είναι ο Eminem του ελληνικού Youtube 
2ον όσο πιο αργά βγάζει το βίντεο τόσο καλύτερο είναι 
3ον η σειρά ελληνικό YouTube είναι σαν τα επεισόδια starwars πρέπει να τα δεις όλα με την χρονολογική σειρά έτσι βγάζει νόημα...",greek
"This is actually a good tutorial, nice!!",english
Σε αυτό το βίντεο καταλαβαίνεις πόση σαπίλα υπάρχει και τι κάνει ο καθένας για να είναι ψηλά στα μάτια όλων...χαίρομαι που είπες κάποια πράγματα και ανοίγεις τα μάτια κάποιων. ,greek
for a moment I said wow how to basic became a cooking channel... but then I remembered that how to basic will never change ,english
Tasted amazing I’d fully recommend this quick and easy dish,english
"Ahh yes, finally a good video showing how to make Rice Fried Egg. Thanks HTB!",english
Mikeius pote tha vgoun ta palia episodeia me to neo logotipo??kai pote tha vgei neo episodeio??,greeklish
"Αλέξανδρε, σε παρακολουθώ από τέλη 2014, κοντά στα ξεκινήματα σου.. τότε ήμουν στο γυμνάσιο.. τώρα βρίσκομαι στο 4ο έτος των σπουδών μου και μάλιστα εργάζομαι στο αντικείμενο μου part time ουσα πια ενήλικη. Ομολογώ πως κάποια χρόνια σε εχασα, πάντοτε επέστρεφα ανά καιρούς να δω τι ανεβάζεις… να έχω μια ιδέα..ανατρίχιασα με αυτό που είδα μόλις, με έβαλες στη διαδικασία να αναρωτηθώ για το δικό μου αποτύπωμα μεμονωμένα στο φαινόμενο της υποκρισίας. Χαίρομαι τόσο που είσαι καλά και δημιουργείς πάντοτε. Να είσαι πάντα το κομβικό σημείο της ζωής σου.",greek
It looks so good!,english
"When the world needed him most, he returned.",english
"This recipe is sooo much better than all those other youtube tutorials, thanks alot, gonna make this for my family!",english
"Πριν κάποιους μήνες δεν σε ήξερα καθολου και σε έμαθα μέσα από τα βιντεο του λιναρα και του jack. Όταν εβλεπα ο,τι έλεγαν είχα κακή άποψη για σενα αλλά μια μερα έκατσα να δω βιντεο σου. Από το πρώτο μέχρι και το τελευταίο και χωρίς να ξέρω τι παίζεται καταλαβα ότι δν είναι ολα έτσι όπως τα λένε. Χαιρομαι που πηρα το σωστο δρόμο.",greek
3:35 Eitan poli Braf afto omos XD,greeklish
Μόλις τελείωσα το βίντεο και πόνεσα πιο πολύ από τα γυαλιά που έσπασε .καλή συνέχεια be real ,greek
"Γιατί ο ""γερολυκος της ροκ"" μοιάζει με τον Γκας τζι; ",greek
"I haven’t watched this dude in a long time.

I’m happy to see he’s still making quality content",english
You cooked very nice!,english
θεος ξεράθηκα στο γέλιο!! συνέχισε έτσι,greek
Δεν μπορώ να περιγράψω τα συναισθήματα που μου προκάλεσε αυτό το βίντεο και απο που να ξεκινήσω … ας ξεκινήσω με το ότι με έκανες να ανατριχιάζω όπως σε πολα βίντεο σου μέχρι αηδίας και να βάλω τα κλάματα απο το δέος που νιώθω νομίζω είμαι καλύτερος άνθρωπος μετά απο το κάθε σου βίντεο και τώρα όπως και κάθε φορά έχεις ξεπεράσει τον εαυτό σου .  Μου δημιούργησες ένα περίεργο συναίσθημα της έλλειψης επειδή δεν είσαι κοντινός μου άνθρωπος και δεν σε έχω στην ζωή μου που πραγματικά θα ήθελα τόσο πολύ να σε έχω φίλο και θα ένιωθα πολύ περιφανώς αν είχα κοντά μου ανθρώπους σαν εσένα και ναι είναι πολλά για να τα λέω για ένα απλό βίντεο ,greek
Na sou zisoume ,greeklish
"Φίλε δεν βλέπω καν τέτοια βίντεο, και τα είπες όλα όπως πρέπει, και είπες πράγματα που εγώ σκεφτόμουν καιρό.
Πόσο υποκρισία υπάρχει σε όλα, πραγματικά από εμένα έχεις respect, ειδικά στο κομμάτι με το τραπ, θα πρόσθετα και άλλα κομμάτια εγώ, αλλά είναι αυτά που βλέπω και σε εμένα, αλλά και στους άλλους.",greek
Φιλε είναι 4.17 το πρωί και έχω αλλάξει άποψη και για σένα και επίσης χαίρομαι που υπάρχουν άτομα ακόμα σκεπτομενα . Το σκοτάδι που μας διακατέχει είναι έντονο και με αυτοκριτική και προσπάθεια θα δώσουμε φως σε αυτό. Μπράβο για το βίντεο ανώτατης ποιότητας!,greek
Tha pas stin paralia avrio?,greeklish
"As a chicken, I can confirm that this is how my children are properly cooked.",english
Pao sto parti apopse.,greeklish
A frankly excellent recipe ! Uncle Roger would be so proud !,english
"Θέλω να γράψω πόσα πράγματα για το θάρρος, την ειλικρίνεια, την κατάθεση ψυχής, το μήνυμα που θες να περάσεις, τον επίλογο και πόσα άλλα...αλλά θα βγει ολόκληρη έκθεση. Ένα μεγάλο RESPECT τα λέει όλα!",greek
Eho mia idea gia.,greeklish
It looks delicious!,english
Thank you for the recipe. I gave it to my friend and it was so good. He fell asleep.,english
"Gt na mhn milisei? Den mporei na pei thn gnwmh tou? Dhmokratia exoume(upotithete). Egw to theorw kalh prospathia kai mpravo tou. Ama eseis mporeite na vgalete kalutera video, vgalte. ",greeklish
"PETHAINWWWWW O,TI KALYTERO ",greeklish
Absolutely amazing recipe btw!!! My family loved it every time I make it ,english
I have tried have tries this recipe and can confirm it meeted my expectations. This is  a good snack to have when u don't want to taste vegetables and only onion with a little bit of egg on it!,english
I love when htb blesses us with his wonderful knowledge,english
"As an Asian, I can say this is definitely how we make egg fried rice",english
Pou einai to kafenio pou milas? ,greeklish
"Booyah: Ό,τι λέω από δω και πέρα, είναι ψέμα

Εγώ: Τι εννοεί πάλι η Πυθία",greek
Hace años que no veo how to basic. Gracias howtobasic,english
"Respect φιλαράκι, το είδα όλο και δε το πιστεύω ότι κράτησε τόση ώρα, οτιδήποτε άλλο θα το είχα κλείσει, καιρός ήταν για μερικές σφαλιάρες πραγματικότητας για πολλούς.",greek
"Τέλος εποχής αυτή η σειρά,    Σ ευχαριστούμε πολύ για όλα......θα μας λείψει !!!!!",greek
you're telling me that an egg fired that rice?,english
"Καλά τους έκανες αγαπητέ Αλέξανδρε, όχι τίποτα άλλο, αλλά  για να καταλάβουν ακόμα και οι πιο μικρές ηλικίες ότι πρέπει να βάζουν τα εσωτερικά τους φίλτρα σε αυτά που βλέπουν κι ακούνε για το δικό τους καλό πρώτα απ'όλα. Όσο για τη βίλα που ήταν και τα υπόλοιπα παιδιά μέσα (Άλλοι) θα πω μόνο ένα πράγμα: Μακάρι να μπορούσα κι εγώ να ήμουν μαζί με τα παιδία και να κάναμε αυτό που αγαπάμε και από δημιουργικής άποψης κι από χαβαλέ. Μια ωραιά παρέα ήταν σε ένα σπίτι με ένα κοινό όνειρο, να πάνε ένα σκαλί παραπέρα αυτό που ονομάζεται Ελληνικό YouTube κι αντί κάποιοι να πείτε ένα μπράβο μόνο και μόνο για την προσπάθεια, εσείς πήγατε να τους βγάλετε τα μάτια απ'ότι κατάλαβα. Αντί λοιπόν να βρίσκετε λόγια για να μιώσετε κάποιον, εγώ θα σας πρότεινα να σκεφτείτε πως να γίνετε καλύτεροι, δεν κάνει κακό που και που να πείτε και μια συγνώμη, μόνο καλό θα σας κάνει. Σταματήστε να γίνεστε φελοί και το λέω στους creators αυτό, απλά για να επιπλέετε στην επικαιρότητα μίας πλατφόρμας.",greek
"Όταν συνειδητοποιείς ότι ήρθες (ήρθα ) σε επαφή ,όταν ήσουν νέο κανάλι , με τα περισσότερα άτομα που ανέφερε ο booyah σε αυτό το βίντεο και ο θεός σε φύλαξε και δεν έμπλεξες ️",greek
Den xero ti na po.,greeklish
"Μύρισε ξανά καλό ελληνικό yt. Χρόνια απέφευγα (σε μεγάλο ποσοστό, όχι γενικά) λόγω της κριτζιάς, της γλίτσας, της ψευτιάς και της προβατίλας. Βίντεο ιστορικής σημασίας για το μέλλον (αν δεν το ρίξουν ζορίκλες και τα ορκ που τους ακολουθούν) ΧΥΣΑΜΕ...   ΔΑΚΡΥΑ ΧΑΡΑΣ 🫡",greek
Teleios !!!!,greeklish
These never get old,english
Kane kati gia tin fame.,greeklish
Κρατούσα αυτό το βίντεο πολύ καιρό να το δω. Επιτέλους βρήκα το χρόνο και πραγματικά γουαου. Είσαι το διαμάντι του ελληνικού yt,greek
this worked perfectly!,english
"Δίνει εξαιρετικό επίλογο, μπράβο booyah αλλο ένα βίντεο σου που θα μείνει στην ιστορία",greek
This is so good I love the egg fred rice thanks you howtobasic,english
Imagine him actually cooking or doing something without going crazy. That’s gonna be fricking unexpected.,english
Omg that looks tasty,english
"Booyah είσαι τεράστιος μάγκας ρε φίλε πραγματικά , τις περισσότερες φορές μου φαινόσουν πολύ αδιάφορος αλλά με το σημερινό βίντεο μου άλλαξες γνώμη .",greek
Parakalo! ,greeklish
Ότι και να πω είναι πολύ λίγο. Σχεδόν μια δεκαετία τώρα μας εκπλήσσεις κάθε φορά και με κάτι καινούργιο. Μπράβο που είσαι αυτός που είσαι! Μπράβο που τόσο καιρό δεν τραβάς το σχοινί με τον καθένα και κρατάς από μεριά σου τις ισορροπίες! Ο τρόπος που κατάφερες να εκδηλώσεις όλα αυτά που μαζεύεις τόσο καιρό ήταν τρομερά ευφυές! Και πιστεύω ότι αυτό που έχουμε δει από εσένα είναι ούτε το ένα τέταρτο από αυτό που πραγματικά είσαι ικανός να καταφέρεις! Οι σιωπηλοί φαν (οικογένεια) είναι εκεί για να σε στηρίζει!,greek
"I did this recipe after seeing it once, and it turned out amazing! the texture from eggshells also gave it some great flavor too! 100% recommended for everybody.",english
I Made This For My Family And They Glared At Me! They Must Be Jealous How Good Of A Meal I Made. :),english
"αυτο ειναι content ! οι μασκες πεσανε! το καλυτερο βιντεο στο youtube απο τοτε που πρωτοειδα youtube! την σκυταλη μας στην εδωσε ο booyah , το αυριο ειναι στο χερι μας..",greek
SO TASTY ,english
"Αν ο Booyah σταματήσει το YouTube μετά από αυτό το βίντεο, μην απορήσετε, γιατί και το συγκεκριμένο άθλημα το τερμάτισε.",greek
"Τι αηδία είναι αυτός ο χαγιατε, δεν είχα ιδέα, γιατί κυκλοφορεί ελεύθερος, αν είναι δυνατόν. Εξαιρετικό βίντεο όπως πάντα Αλέξανδρε. Έξτρα λαικ για το κλιπ του Κοντοπίδη.",greek
I'm just impressed that the stove still cooked the food,english
another great recipe from our master chef how to basic!,english
Thank you for the receipt!,english
this is pure genius,english
"Εγώ πάντως σαν στόχο είχα να κάνω κάτι πρωτότυπο ανεξαρτήτως αλγορυμθου κτλ. Βεβαια αυτό άλλαξε στην πορεια. Φυσικα να μεταφέρω τα ενδιαφέροντα μου στον κόσμο 
Ενδιαφερον το βίντεο μπραβο, το πρωτο κομματι με το οποιο μπορω να κσνω relate.",greek
Σε ευχαριστούμε για το τελευταίο γνήσιο βίντεο αυτου του community.️,greek
"I was looking to make this dish, and this helped a lot. Thanks!",english
Ti kaneis? ,greeklish
This was delicious maybe too much eggs but so good my family loved this so sooo much,english
"Στα 45 μου, δεν υπάρχει καμία δικαιολογία ότι επιρεάστικα από άλλον. Είμαι 100% υπεύθυνος για ότι είπα, για τα λάθη μου, καθώς και για τις συνέπειες που είχα. Σε ευχαριστώ Αλέξανδρε για την αναφορά σου στο έργο μου. Αυτό είναι το πιο σημαντικό για εμένα.",greek
YOU NEVER FAIL TO MAKE ME LAUGH!,english
I swear to god this mans kids gon be cooking just like him in 2024,english
I followed this recipe and just discovered the best egg fried rice ever in my life,english
"Το πρώτο που πρέπει να κρατήσεις από αυτο το video είναι ότι όλες οι εμπειρίες της ζωή σου, προσωπικές και επαγγελματικές θα σου είναι εργαλεία για τις επόμενες
Πάλι πιστεύω πως στον σχολιασμό υπάρχει μια υπερβολή όπως και στο προηγούμενο αλλά ίσως είμαι και εγώ υποκριτης. Ίσως να μην το έλεγα αν δεν παρακολουθούσα Mikeus και Jack Lope.",greek
oh my god IT TASTE SO GOOD THAN ALL CHIPS THANK U SO MUCH I CAN TRY AT HOME,english
Eho diko mou problema.,greeklish
Tha se paro argotera.,greeklish
"Πολύ ωραίο βίντεο που μου έφερε και μια γεύση νοσταλγίας και μετανοιας σε βλέπω πολλά χρόνια  απολάμβανα και απολαμβανω τα βίντεο σου ( θυμάμαι το επιεικο βίντεο με τον Κουνέλη που έκοβε γλώσσες κτλπ)  μετά όταν μπήκες στο ""άλλοι"" πρότζεκτ πίστευα ότι όντως έχεις αλλάξει  ότι ξεπουλήθηκες για τα λεφτά καθώς με είχε επηρεάσει όλη η φάση των γιουτιουμπερς που σε κραζανε .Αλλά τελικά δεν είχανε ουσιαστικά φακτς αλλά τα παρουσιάζανε ωραία και συνεχόμενα και υποσεινηδητα αυτό έμπαινε στο μυαλό μου , σου ζητάω ειλικρινά συγνώμη γιατί έκανα λαθος και συνηδητοποιησα πόσο πολύ και εύκολα  μπορούμε να επηρεαστουμε από τα λόγια των άλλων, είμαι και εγώ δυστυχώς υποκριτής το παραδέχομαι, να είσαι καλά φίλε μπουγια που σε βλέπω από το 2015 αλλά σε πρόδωσα ταπεινά μετανιωμένος",greek
These recipes are always so delightful. Quick and easy too!!,english
Imagine if he made an April Fools video where nothing went wrong ,english
Wow this really helps! Thank you! My parents will enjoy this!,english
"Τι βίντεο ανεβάσες πάλι ρε θρύλε; 2 μίση ώρες γεμάτο συναισθήματα και γεγονότα. Δυστυχώς, όλοι μας λίγο πολύ είμαστε υποκριτές, αλλά το σημαντικό είναι να παραδεχόμαστε τα λάθη μας και να κοιτάξουμε να βελτιωθούμε. Δεν είναι εύκολο, αλλά τίποτα που να αξίζει στην ζωή δεν έρχεται εύκολα. Το μόνο που έχω να πω είναι ευχαριστώ για αυτό το μάθημα ζωής. Τελικά όντως, τα βίντεο σου είναι για να τα θυμόμαστε. ",greek
1:08 Oh no looks like you added too much onion ,english
oxi re file oxi politiki tha mporouse auto na htan ena wreotato mpraf gia paradigma !! ,greeklish
ante kai siga siga sto Star channel,greeklish
"Nice!
That looks really good, you should open a restaurant!
I can guarantee people will love it :D",english
To fagito etan poli nostimo!,greeklish
Θα περιμένω το επόμενο σού βίντεο  σού όσα χρόνια κι αν σού χρειαστούν  και συνέχισε να χρησιμοποιής με σύνεση τα λόγια σου ( αν έρθεις ποτέ Κρήτη  θα ήθελα να σε γνωρίσω από κοντά),greek
"Prin ton eixa gia ena typo p den ekane tpt allo apo to na krazei tous pantes kai ta panta kai na einai xudaios. Twra ekane auto to eksupno video xwris na upostiriksei kai kana komma, pate kai ton lete poulimeno kai ton katigorite pou milise gia politika. ",greeklish
Και νομίζαμε ότι το Ελληνικό YouTube 5 ήταν μεγάλο...  (Edit: Και όχι μόνο στην διάρκεια ),greek
He never disappoints us,english
Making the mother of all fried rice here Jack. Can't fret over every egg.,english
"ΘΕΛΩ ΚΙ ΑΛΛΟ
ΚΙ ΑΛΛΟ",greek
"Α , Γ , Σ , Υ -> Β.  Πολλά χρόνια πριν την εξιλέωση , τσακωνόμουν με τους κολλητούς μου για τον booyah και τους άλλους. Αν όντως είπανε πως θα αλλάξουν το youtube , αν πράγματι το πέτυχαν και τα συναφή.  Μπορούσα ωστόσο να διαισθανθώ ότι κάτι καλό έρχεται από μεριάς σου γιατί ταυτίζομαι αρκετά με τη λογική  και τον τρόπο σκέψης σου. Σα να σκεφτόμουν τι θα έκανα εγώ ας πούμε. Τέλος πάντων , ο κόσμος δεν είναι μαθημένος να ακούει την αλήθεια και αντιμετωπίζει τις συνέπειες των πράξεων του. Γι αυτό κάνε εσύ το κομμάτι σου και άσε του θείους , τα ξαδέρφια και τους πατεράδες να λένε ότι θέλουν. Αυτοί είναι οι καθρέφτες και συ το τζάμι.",greek
kai giati anevase to xapaki sta 750 evro?! gia na agorasei 1.000.000 evro enan monadiko disko ton Wu-Tang,greeklish
Xaxaxa telei,greeklish
thelume kenurio braaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaf,greeklish
eliosa,greeklish
Ftanei me ayto to head and shoulders…,greeklish
o 2pac pos exei pitirida afou den exei kan malia,greeklish
o 2pac re giota itan falakros,greeklish
"""MpIp "" stis vrisies? Nai prin 2 xronia to eksrazes to ""MPiP""....Vevea gia sinferon oly ta panda kanoume ;) keep it ? ame sinexise",greeklish
hehehehe thelo tropeo,greeklish
ELA MIKEIUS  MILA GIA POLITIKI MILA MONO GIA POLITIKI GINE ENAS APW MAS,greeklish
ela mikeius ......milamas gia politiki...gine enas apo emas,greeklish
Adespoto palio kamene xaxaxaxaxa,greeklish
Eitan poli Braf afto omos ,greeklish
 pos isoun etsi sto strato,greeklish
kai esi Evro Kolovisma,greeklish
mprabo re mikeius eisai esu o jeremy kai o maliatsis oi agapimenoi mou,greeklish
pote mpraf,greeklish
 8a se 8imomaste gia panta megale ellinka youtuber ,greeklish
telika o mpogdanos ton epirease poli,greeklish
"Mas kataferane na asxoloumaste sunexeia me politikh. kala...
Mikeus den gelasa. Bravo sou pou kaneis kati kenourio alla prosopikh mou gnwmh den mou arese.
Sou efxwme to kalutero padws.",greeklish
to mpoxeraki sto telos  ,greeklish
anamenetai diss apo ton taki tsan,greeklish
viral kapotes ,greeklish
pataw play.. variemai... variemai...variemai...telos video,greeklish
"re mike den lew,kalo einai alla ti fash?",greeklish
esu thn katourages authn thn thematologia,greeklish
"Kane mono diethn
oi kai oxi politika",greeklish
O taki tsan pou kollaei?,greeklish
GAMAS ADERFE,greeklish
O PAIDIA ENA EPISODEIO STO OPOIO DEN DIAFIMISAN ,greeklish
"ta rap battles akoma yparxoyn sto youtube,kai einai mia xara,ektos apo auts pou ftiaxnei o 8bitrapbattles,",greeklish
"autos o typos me to zwrh kanei 1-2 omoikatalyksies se ka8e video,ola ta alla einai entaksei.",greeklish
tin exei dei John Oliver o Mikeius…,greeklish
mia xara einai ta rap batles,greeklish
hahaha theoss,greeklish
EKLAPSAAAAAAAAA,greeklish
ebale to soundtrack tou san andreas xaxaxaxaxa,greeklish
mia ekpompi pou ekane palia file mou,greeklish
"se ligo tha baloun kai pseutika gelia sto background opws sta filarakia,",greeklish
toso to kseutilizoun,greeklish
 an matheis pes mou kai mena man,greeklish
GINE ENAS APO MAS,greeklish
Twra mprabo ta eida ola.,greeklish
 twra ta kataferes eisai Mainstream gia mas pia.,greeklish
re paidia eimai apo to mellon kai eimai 100% sigouros oti plaka ekane,greeklish
Ti lei,greeklish
toooooora esi?,greeklish
apo 3.50 kai meta exysa,greeklish
panta i8ela na ton dw na leei tis idiseis ,greeklish
8a er8ei 2020 kai akoma den 8a vgei kainourgio mpraf,greeklish
gia sena vlepw kai diafimiseis sto youtube,greeklish
itan oti pio epico,greeklish
ta nea ston alpha eisai,greeklish
na kialli mia sira pou tha katalixei san tis alles,greeklish
mpogdanos apo ta lidl,greeklish
sa to mpogdano einai,greeklish
ontos bogdanizei oligon ti,greeklish
Mlk kafre se ayto to video ixe renda Pame pali,greeklish
wraio musaki,greeklish
eimai periergos na dw poses akoma istories kai dikaiologies mporoun na vroun ,greeklish
poses akoma istories kai dikaiologies mporoun na vroun gia na diafimizoun ,greeklish
hahah eklapsa ,greeklish
megia to kourema,greeklish
den exei diafimisi,greeklish
poli wraio forema,greeklish
mas to paizei kai kala diasimi tora,greeklish
kopse to poto file,greeklish
ti mousiki akous,greeklish
exw dei kai poly kalutera video,greeklish
thelw na parw,greeklish
fhmes lene oti apantas se sxolia ,greeklish
kane ena paromoio video na exhghseis,greeklish
pote tha anebasete kainourio vlog,greeklish
ki egw taxideuw thn allh bdomada ,greeklish
koritsia eiste oi kalyteres,greeklish
xronia polla oti epithumeis,greeklish
ntaxei otinanai,greeklish
ola ta xoume isopedosei re file shmera,greeklish
prepei na pinoume ontws poly nero,greeklish
ki egw kanw anaklwsh stlo spiti moy,greeklish
xaxaxa eiste teleies,greeklish
makari na mhn eixa sxoleio aurio,greeklish
anupomonw na rhtoun ta xristougenna,greeklish
emena maresoun ta gemista,greeklish
se parakolouthw edw kai 5 xronia kai exeis exelixthei poly.Ektimw,greeklish
ante gamisoy mpastardo,greeklish
symphwnw me th maria,greeklish
ayto to roloi axizei arage,greeklish
eisai para poly omorfi,greeklish
kalo mhna eisai teleia,greeklish
thelw na th dw ayth th tainia ,greeklish
ti omorfo skylaki,greeklish
gt egines toso nwris mama,greeklish
eleos iou,greeklish
eisai oti pio asxhmo uparxei broo,greeklish
exete katoikidio,greeklish
nai nai na to parete sigoura,greeklish
apotuxhmenes jekathara,greeklish
apantate edw sta sxolia,greeklish
